final_demand,final_energy,redundancy_used,jumped_pct,policy,iteration
170305.28162888638,170305.28162888638,198.13012336154492,95.58,BAU (基準),84
171885.84964527318,171885.84964527318,200.0836343930342,95.92,BAU (基準),85
171298.723797532,171298.723797532,199.35797323290467,96.16,BAU (基準),86
170998.94873184842,170998.94873184842,198.98746472475642,96.0,BAU (基準),87
170337.20097558116,170337.20097558116,198.1695742394823,95.95,BAU (基準),88
168163.92761967971,168163.92761967971,195.48350604679513,95.84,BAU (基準),89
171837.51492934825,171837.51492934825,200.0238948564978,96.2,BAU (基準),90
169707.5487114967,169707.5487114967,197.39135234005204,96.09,BAU (基準),91
171033.92618796718,171033.92618796718,199.03069528849872,95.78,BAU (基準),92
169590.04375592334,169590.04375592334,197.24612149608498,95.43,BAU (基準),93
170343.40704824342,170343.40704824342,198.17724466636824,96.17,BAU (基準),94
168515.99280620902,168515.99280620902,195.9186427941909,95.84,BAU (基準),95
168531.67696326954,168531.67696326954,195.93802770741175,95.64,BAU (基準),96
168437.74760760495,168437.74760760495,195.82193524535438,95.78999999999999,BAU (基準),97
168716.24553897663,168716.24553897663,196.16614617176882,95.47,BAU (基準),98
170378.60577890358,170378.60577890358,198.2207487154988,95.65,BAU (基準),99
161806.41010181766,161806.41010181766,187.625900125842,94.47,碳稅 20%,0
162828.78310730655,162828.78310730655,188.8895072112777,94.8,碳稅 20%,1
162176.32164493404,162176.32164493404,188.08309416789598,94.67999999999999,碳稅 20%,2
163751.9660821009,163751.9660821009,190.03051987675389,94.77,碳稅 20%,3
162548.0324235852,162548.0324235852,188.54251198420639,94.8,碳稅 20%,4
162847.332885173,162847.332885173,188.91243390302276,95.02000000000001,碳稅 20%,5
162009.29292709293,162009.29292709293,187.87665417955301,94.97,碳稅 20%,6
164743.89337037393,164743.89337037393,191.25649742405764,94.78,碳稅 20%,7
160892.83194244694,160892.83194244694,186.49675858055235,94.35,碳稅 20%,8
162910.35623869172,162910.35623869172,188.99032793546164,94.41000000000001,碳稅 20%,9
162455.07405953686,162455.07405953686,188.42761962414662,95.0,碳稅 20%,10
162492.56151982944,162492.56151982944,188.47395244023858,94.78999999999999,碳稅 20%,11
161725.22992244255,161725.22992244255,187.52556507268176,94.59,碳稅 20%,12
162223.3595707976,162223.3595707976,188.14123093019924,94.33,碳稅 20%,13
163018.15911478287,163018.15911478287,189.12356744523723,94.0,碳稅 20%,14
164147.15592439804,164147.15592439804,190.51895676049193,94.78999999999999,碳稅 20%,15
162520.8539682412,162520.8539682412,188.5089206349048,94.57,碳稅 20%,16
162297.8618409253,162297.8618409253,188.23331238766045,94.77,碳稅 20%,17
161786.4357882468,161786.4357882468,187.6012127719904,94.55,碳稅 20%,18
163595.62815726243,163595.62815726243,189.83729322807713,94.5,碳稅 20%,19
162092.9896779891,162092.9896779891,187.98009960200898,94.39999999999999,碳稅 20%,20
161673.32786548304,161673.32786548304,187.46141646295652,94.54,碳稅 20%,21
163229.24679071244,163229.24679071244,189.3844623255996,94.46,碳稅 20%,22
162275.38230318096,162275.38230318096,188.20552868932475,94.6,碳稅 20%,23
161861.4501839862,161861.4501839862,187.69392719369077,94.66,碳稅 20%,24
162297.28983394394,162297.28983394394,188.23260541273967,94.55,碳稅 20%,25
163502.00881643817,163502.00881643817,189.72158393042918,94.46,碳稅 20%,26
163709.98206232063,163709.98206232063,189.9786295152277,94.76,碳稅 20%,27
163955.6493148391,163955.6493148391,190.2822631981157,94.65,碳稅 20%,28
160780.78287539215,160780.78287539215,186.35827096958576,94.88,碳稅 20%,29
162118.79254645953,162118.79254645953,188.01199078775895,94.46,碳稅 20%,30
162127.60569234946,162127.60569234946,188.02288343998242,94.48,碳稅 20%,31
161824.1299254969,161824.1299254969,187.64780103151298,94.45,碳稅 20%,32
159898.53821763012,159898.53821763012,185.2678562240372,94.25,碳稅 20%,33
162666.89982952195,162666.89982952195,188.6894267555889,94.63000000000001,碳稅 20%,34
161687.52377439017,161687.52377439017,187.47896196834736,94.26,碳稅 20%,35
161836.38542230515,161836.38542230515,187.66294827475915,93.96,碳稅 20%,36
163845.5115705018,163845.5115705018,190.1461378961258,94.65,碳稅 20%,37
162711.76486295206,162711.76486295206,188.7448779205025,94.92,碳稅 20%,38
160696.7748027787,160696.7748027787,186.25444076747925,94.57,碳稅 20%,39
161761.11499102064,161761.11499102064,187.56991740463224,94.69,碳稅 20%,40
162262.93349044822,162262.93349044822,188.19014251628428,94.5,碳稅 20%,41
161680.41594689264,161680.41594689264,187.47017701301334,94.39,碳稅 20%,42
160648.07329524137,160648.07329524137,186.1942478929949,94.39,碳稅 20%,43
161615.50207583143,161615.50207583143,187.38994638585905,94.74000000000001,碳稅 20%,44
162686.37164302057,162686.37164302057,188.7134930419355,94.74000000000001,碳稅 20%,45
161432.25894570656,161432.25894570656,187.163466112671,94.52000000000001,碳稅 20%,46
161893.29949268806,161893.29949268806,187.73329150781666,94.75,碳稅 20%,47
162665.54405213194,162665.54405213194,188.68775107566864,94.73,碳稅 20%,48
161935.2946686902,161935.2946686902,187.7851956579317,94.31,碳稅 20%,49
161906.5922886746,161906.5922886746,187.749720806227,94.96,碳稅 20%,50
162030.5249192305,162030.5249192305,187.9028959675882,94.58,碳稅 20%,51
159977.01089051727,159977.01089051727,185.36484492086402,94.42,碳稅 20%,52
160569.04569443275,160569.04569443275,186.09657333019774,94.63000000000001,碳稅 20%,53
161147.539155389,161147.539155389,186.81156524823356,94.04,碳稅 20%,54
162377.1832909351,162377.1832909351,188.33135013486356,94.69999999999999,碳稅 20%,55
163661.6839846672,163661.6839846672,189.91893526194818,94.28999999999999,碳稅 20%,56
163106.71084179194,163106.71084179194,189.23301339996752,94.55,碳稅 20%,57
161535.24913810345,161535.24913810345,187.29075736170086,93.85,碳稅 20%,58
161916.78566435003,161916.78566435003,187.76231936043257,94.62,碳稅 20%,59
163495.40034333593,163495.40034333593,189.7134161546848,94.67999999999999,碳稅 20%,60
161875.09501211255,161875.09501211255,187.71079158800424,94.51,碳稅 20%,61
162042.8455916811,162042.8455916811,187.91812376499908,94.19,碳稅 20%,62
162734.3216186889,162734.3216186889,188.77275705680648,94.47,碳稅 20%,63
160846.76970455243,160846.76970455243,186.43982772472768,94.78,碳稅 20%,64
162334.35511022338,162334.35511022338,188.27841642836594,94.81,碳稅 20%,65
163371.89850075182,163371.89850075182,189.56077342789547,94.66,碳稅 20%,66
161696.6446570942,161696.6446570942,187.49023496944224,94.47,碳稅 20%,67
162535.43023980802,162535.43023980802,188.52693625144806,94.66,碳稅 20%,68
162541.07445236732,162541.07445236732,188.53391224449888,94.47,碳稅 20%,69
162238.8583042217,162238.8583042217,188.16038666813915,94.24,碳稅 20%,70
162526.09524196957,162526.09524196957,188.51539861367021,94.91000000000001,碳稅 20%,71
160870.948829789,160870.948829789,186.46971203681784,94.56,碳稅 20%,72
162971.61814169283,162971.61814169283,189.06604489422705,94.49,碳稅 20%,73
160998.29334694726,160998.29334694726,186.62710413667637,94.63000000000001,碳稅 20%,74
161066.08572606958,161066.08572606958,186.71089247042303,94.73,碳稅 20%,75
161184.34276610363,161184.34276610363,186.85705285698197,94.31,碳稅 20%,76
162087.6202460931,162087.6202460931,187.97346322550828,94.19999999999999,碳稅 20%,77
162985.5890922423,162985.5890922423,189.0833123611983,94.67999999999999,碳稅 20%,78
163402.71677948206,163402.71677948206,189.59886343531485,94.61,碳稅 20%,79
159676.78474944076,159676.78474944076,184.99377890380316,94.54,碳稅 20%,80
160494.43140258203,160494.43140258203,186.0043534189216,94.51,碳稅 20%,81
161326.92580365858,161326.92580365858,187.03327908317348,94.38,碳稅 20%,82
162319.50002198806,162319.50002198806,188.2600562069515,95.14,碳稅 20%,83
161895.6948439584,161895.6948439584,187.73625205433055,94.17999999999999,碳稅 20%,84
161721.06106973763,161721.06106973763,187.52041255810263,94.61,碳稅 20%,85
162604.55571593757,162604.55571593757,188.61237223318125,94.89999999999999,碳稅 20%,86
161296.03768050394,161296.03768050394,186.99510275118462,94.21000000000001,碳稅 20%,87
161406.9250889505,161406.9250889505,187.1321546043208,94.78999999999999,碳稅 20%,88
161805.89509230581,161805.89509230581,187.62526359723185,94.76,碳稅 20%,89
162139.9082221325,162139.9082221325,188.0380888138716,94.54,碳稅 20%,90
161892.3182651788,161892.3182651788,187.7320787547153,94.51,碳稅 20%,91
160349.78361030863,160349.78361030863,185.82557524869603,94.55,碳稅 20%,92
160974.43519049298,160974.43519049298,186.59761652757555,94.27,碳稅 20%,93
161231.48342328417,161231.48342328417,186.91531659057588,94.46,碳稅 20%,94
160918.79497993775,160918.79497993775,186.5288477280129,95.02000000000001,碳稅 20%,95
161030.014298043,161030.014298043,186.66630980656998,94.63000000000001,碳稅 20%,96
162274.83812547516,162274.83812547516,188.2048561101378,94.84,碳稅 20%,97
161825.49333794354,161825.49333794354,187.64948614802006,94.08999999999999,碳稅 20%,98
160589.22921407755,160589.22921407755,186.12151925335425,94.65,碳稅 20%,99
151824.6855455755,151824.6855455755,175.28893719116073,92.9,碳稅 50%,0
149396.48727075718,149396.48727075718,172.28779325599197,92.71000000000001,碳稅 50%,1
147689.02495623197,147689.02495623197,170.17744657511813,92.39,碳稅 50%,2
149211.71915056062,149211.71915056062,172.0594281636142,92.7,碳稅 50%,3
148976.5385960115,148976.5385960115,171.76875556810404,92.64,碳稅 50%,4
150167.40608907014,150167.40608907014,173.24061426739001,92.57,碳稅 50%,5
150577.8595878021,150577.8595878021,173.74791634447448,92.75,碳稅 50%,6
149360.01003780903,149360.01003780903,172.24270903549424,92.12,碳稅 50%,7
148252.3349638122,148252.3349638122,170.87367242718358,92.06,碳稅 50%,8
148559.67305809993,148559.67305809993,171.25352849877515,92.36,碳稅 50%,9
146132.77311037082,146132.77311037082,168.25398923753693,92.07,碳稅 50%,10
150035.47376775483,150035.47376775483,173.07755184778685,92.62,碳稅 50%,11
149801.09395140572,149801.09395140572,172.78786892870366,93.06,碳稅 50%,12
148104.0809817629,148104.0809817629,170.69043716847096,92.25,碳稅 50%,13
150992.88249314515,150992.88249314515,174.26086600276363,92.34,碳稅 50%,14
151348.75933465792,151348.75933465792,174.70071378440863,93.06,碳稅 50%,15
150596.09952361303,150596.09952361303,173.7704600853644,92.64,碳稅 50%,16
147930.28406135898,147930.28406135898,170.47563198594926,92.74,碳稅 50%,17
150809.46134844125,150809.46134844125,174.03416571155657,92.44,碳稅 50%,18
148899.33072014415,148899.33072014415,171.6733301035489,92.32000000000001,碳稅 50%,19
149466.0847414901,149466.0847414901,172.37381260184165,92.55,碳稅 50%,20
148622.87690313152,148622.87690313152,171.33164561061196,92.07,碳稅 50%,21
151304.59368998074,151304.59368998074,174.64612703256043,93.01,碳稅 50%,22
150280.74966828257,150280.74966828257,173.38070183720313,92.7,碳稅 50%,23
148638.66538967466,148638.66538967466,171.35115947038437,92.65,碳稅 50%,24
147763.98157802876,147763.98157802876,170.27008959082204,92.41,碳稅 50%,25
151900.2777780705,151900.2777780705,175.3823657931208,93.08,碳稅 50%,26
148310.4145684193,148310.4145684193,170.94545620815867,92.69,碳稅 50%,27
149692.96180811,149692.96180811,172.65422245946175,92.45,碳稅 50%,28
149662.8211965556,149662.8211965556,172.61697001821474,92.67,碳稅 50%,29
150548.57803846503,150548.57803846503,173.71172566551854,92.88,碳稅 50%,30
149239.84447034184,149239.84447034184,172.0941897948045,92.54,碳稅 50%,31
149070.55662204023,149070.55662204023,171.88495762274633,92.67999999999999,碳稅 50%,32
151921.34391595994,151921.34391595994,175.40840259275942,92.49000000000001,碳稅 50%,33
150062.0460046681,150062.0460046681,173.1103939383538,92.24,碳稅 50%,34
149091.20064466237,149091.20064466237,171.91047270688605,92.53,碳稅 50%,35
151346.87518143363,151346.87518143363,174.69838505570445,93.01,碳稅 50%,36
148872.00889693524,148872.00889693524,171.6395615580098,92.42,碳稅 50%,37
149987.983876965,149987.983876965,173.01885647714772,92.45,碳稅 50%,38
149539.52447947836,149539.52447947836,172.46458081733277,92.52,碳稅 50%,39
151335.56444365648,151335.56444365648,174.68440549215964,92.64,碳稅 50%,40
150437.6643399092,150437.6643399092,173.57464131898888,92.78999999999999,碳稅 50%,41
151421.0764601711,151421.0764601711,174.79009450133503,92.75999999999999,碳稅 50%,42
149442.60205895323,149442.60205895323,172.34478906162755,92.30000000000001,碳稅 50%,43
150295.4503506248,150295.4503506248,173.3988712198733,92.36,碳稅 50%,44
150255.1348800123,150255.1348800123,173.34904311012752,92.65,碳稅 50%,45
149937.8917260924,149937.8917260924,172.95694483000182,92.85,碳稅 50%,46
152582.94896473226,152582.94896473226,176.22611669798366,92.88,碳稅 50%,47
150867.28415935388,150867.28415935388,174.10563210706655,92.67,碳稅 50%,48
150842.4224417079,150842.4224417079,174.0749041414367,92.36,碳稅 50%,49
149316.12791910119,149316.12791910119,172.18847270900145,92.61,碳稅 50%,50
149849.07602141684,149849.07602141684,172.84717261073988,92.67,碳稅 50%,51
149714.4373456715,149714.4373456715,172.68076525869506,92.41,碳稅 50%,52
151160.94205053794,151160.94205053794,174.46858006246256,92.89,碳稅 50%,53
150209.02171772832,150209.02171772832,173.2920493140462,92.91,碳稅 50%,54
150783.86235216365,150783.86235216365,174.00252650267413,92.46,碳稅 50%,55
151890.13450323773,151890.13450323773,175.369829161305,93.28999999999999,碳稅 50%,56
148896.2894942575,148896.2894942575,171.66957128503734,92.49000000000001,碳稅 50%,57
150739.13462324342,150739.13462324342,173.94724503996372,92.54,碳稅 50%,58
149218.35849975116,149218.35849975116,172.067634100816,92.66,碳稅 50%,59
151560.7305924283,151560.7305924283,174.96270073221473,92.46,碳稅 50%,60
151792.9898934115,151792.9898934115,175.24976278960966,92.21000000000001,碳稅 50%,61
150172.87469351865,150172.87469351865,173.2473732167084,92.38,碳稅 50%,62
149961.1497764651,149961.1497764651,172.98569073495685,92.69,碳稅 50%,63
148395.22336874972,148395.22336874972,171.05027607373557,92.24,碳稅 50%,64
148389.2845948991,148389.2845948991,171.0429360161674,92.4,碳稅 50%,65
149889.18112136473,149889.18112136473,172.89674071179908,92.74,碳稅 50%,66
150084.6754014021,150084.6754014021,173.13836285566552,91.99000000000001,碳稅 50%,67
148915.74943820474,148915.74943820474,171.69362290115188,92.55,碳稅 50%,68
150124.90943781805,150124.90943781805,173.1880903164043,92.06,碳稅 50%,69
151591.53506486065,151591.53506486065,175.00077367567044,92.63,碳稅 50%,70
149970.90168648324,149970.90168648324,172.99774365745117,92.45,碳稅 50%,71
150707.3809800457,150707.3809800457,173.9079989641014,92.91,碳稅 50%,72
148508.31252523503,148508.31252523503,171.1900491884927,92.23,碳稅 50%,73
148390.65838205317,148390.65838205317,171.04463395534657,92.31,碳稅 50%,74
150996.19586423543,150996.19586423543,174.26496118051566,92.75,碳稅 50%,75
150794.52114979658,150794.52114979658,174.01570029750135,92.58,碳稅 50%,76
149935.3861275935,149935.3861275935,172.95384802286833,92.62,碳稅 50%,77
148053.76355868124,148053.76355868124,170.62824709499924,92.39,碳稅 50%,78
149494.5756157354,149494.5756157354,172.40902604192013,92.36999999999999,碳稅 50%,79
149266.76300462204,149266.76300462204,172.12745989335306,92.32000000000001,碳稅 50%,80
149235.27929073127,149235.27929073127,172.08854743798244,92.46,碳稅 50%,81
146640.70311167103,146640.70311167103,168.8817678908293,92.9,碳稅 50%,82
149665.0099839093,149665.0099839093,172.61967526101145,92.49000000000001,碳稅 50%,83
150176.22510567546,150176.22510567546,173.25151417555392,92.5,碳稅 50%,84
150726.00188105338,150726.00188105338,173.93101356085245,92.62,碳稅 50%,85
149842.6796941219,149842.6796941219,172.83926703767872,92.74,碳稅 50%,86
149405.4646574439,149405.4646574439,172.2988889024587,92.58,碳稅 50%,87
149382.24977014493,149382.24977014493,172.2701963451229,92.54,碳稅 50%,88
150625.7950011772,150625.7950011772,173.8071623610055,92.58,碳稅 50%,89
149082.1787572951,149082.1787572951,171.8993220595782,92.64,碳稅 50%,90
150474.3955790696,150474.3955790696,173.6200394797489,93.05,碳稅 50%,91
150917.44708748892,150917.44708748892,174.16763123172785,92.08,碳稅 50%,92
151065.81779563767,151065.81779563767,174.35101075865327,92.55,碳稅 50%,93
151671.70651738832,151671.70651738832,175.09986198778327,92.94,碳稅 50%,94
151572.84376181124,151572.84376181124,174.97767206515994,93.01,碳稅 50%,95
151024.01971512998,151024.01971512998,174.29935020971118,92.92,碳稅 50%,96
149627.20293821688,149627.20293821688,172.57294745172868,92.75999999999999,碳稅 50%,97
149118.95470818615,149118.95470818615,171.9447754820278,92.17999999999999,碳稅 50%,98
149905.39028122384,149905.39028122384,172.91677450488336,92.80000000000001,碳稅 50%,99
169725.86678646615,20000.0,12.35955056179775,95.83,定額 2x,0
170592.3084330219,20000.0,12.35955056179775,96.15,定額 2x,1
169247.56051527945,20000.0,12.35955056179775,95.61,定額 2x,2
169830.9651825798,20000.0,12.35955056179775,96.03,定額 2x,3
169127.64869532848,20000.0,12.35955056179775,96.00999999999999,定額 2x,4
168984.52868437488,20000.0,12.35955056179775,95.78999999999999,定額 2x,5
170234.65101780146,20000.0,12.35955056179775,95.94,定額 2x,6
169589.0274534564,20000.0,12.35955056179775,96.16,定額 2x,7
169769.41780342162,20000.0,12.35955056179775,96.1,定額 2x,8
170546.22938716187,20000.0,12.35955056179775,95.83,定額 2x,9
169566.20373061762,20000.0,12.35955056179775,96.05,定額 2x,10
170309.0524473749,20000.0,12.35955056179775,96.08,定額 2x,11
169547.11412432246,20000.0,12.35955056179775,95.75,定額 2x,12
170254.049471266,20000.0,12.35955056179775,95.88,定額 2x,13
169929.06363844918,20000.0,12.35955056179775,95.91,定額 2x,14
170168.52120174794,20000.0,12.35955056179775,95.8,定額 2x,15
171372.0040547529,20000.0,12.35955056179775,95.82000000000001,定額 2x,16
170868.75849276205,20000.0,12.35955056179775,96.00999999999999,定額 2x,17
170930.8848472547,20000.0,12.35955056179775,95.89999999999999,定額 2x,18
169977.62377310122,20000.0,12.35955056179775,95.82000000000001,定額 2x,19
171045.28139401475,20000.0,12.35955056179775,96.21,定額 2x,20
169378.43893992493,20000.0,12.35955056179775,95.98,定額 2x,21
168979.0029037236,20000.0,12.35955056179775,96.00999999999999,定額 2x,22
169551.70139923337,20000.0,12.35955056179775,96.28,定額 2x,23
170051.41048720755,20000.0,12.35955056179775,96.08,定額 2x,24
171203.41580711192,20000.0,12.35955056179775,96.13000000000001,定額 2x,25
170131.74698065428,20000.0,12.35955056179775,95.97,定額 2x,26
171750.98374819852,20000.0,12.35955056179775,95.76,定額 2x,27
169962.92055445522,20000.0,12.35955056179775,95.89,定額 2x,28
170549.74457543393,20000.0,12.35955056179775,95.89,定額 2x,29
168969.47997743607,20000.0,12.35955056179775,95.66,定額 2x,30
170322.6789876195,20000.0,12.35955056179775,95.88,定額 2x,31
170348.71948585936,20000.0,12.35955056179775,95.89999999999999,定額 2x,32
168877.73219574106,20000.0,12.35955056179775,95.99,定額 2x,33
170219.9379715983,20000.0,12.35955056179775,95.74000000000001,定額 2x,34
168623.6455605972,20000.0,12.35955056179775,96.02000000000001,定額 2x,35
169160.54776744227,20000.0,12.35955056179775,95.64,定額 2x,36
169804.26067204901,20000.0,12.35955056179775,96.02000000000001,定額 2x,37
171071.5272858704,20000.0,12.35955056179775,96.15,定額 2x,38
169712.6741840951,20000.0,12.35955056179775,95.73,定額 2x,39
170865.53394703325,20000.0,12.35955056179775,96.08,定額 2x,40
169099.92931716243,20000.0,12.35955056179775,95.82000000000001,定額 2x,41
170261.7651718579,20000.0,12.35955056179775,95.99,定額 2x,42
171059.68095426384,20000.0,12.35955056179775,95.95,定額 2x,43
170030.82938097225,20000.0,12.35955056179775,95.75,定額 2x,44
170664.57773441073,20000.0,12.35955056179775,95.67,定額 2x,45
168430.86443605277,20000.0,12.35955056179775,95.55,定額 2x,46
171608.8851460395,20000.0,12.35955056179775,96.03,定額 2x,47
170970.94358316582,20000.0,12.35955056179775,96.04,定額 2x,48
170652.17098875673,20000.0,12.35955056179775,95.93,定額 2x,49
169571.40958529618,20000.0,12.35955056179775,96.05,定額 2x,50
170435.60677068811,20000.0,12.35955056179775,95.86,定額 2x,51
170139.5604770024,20000.0,12.35955056179775,95.94,定額 2x,52
169676.06273383534,20000.0,12.35955056179775,95.95,定額 2x,53
170902.76375049117,20000.0,12.35955056179775,96.1,定額 2x,54
171711.7923932901,20000.0,12.35955056179775,96.3,定額 2x,55
171703.41121507203,20000.0,12.35955056179775,95.97,定額 2x,56
169474.87045991127,20000.0,12.35955056179775,95.81,定額 2x,57
170360.11549810754,20000.0,12.35955056179775,95.82000000000001,定額 2x,58
169301.75827250592,20000.0,12.35955056179775,95.84,定額 2x,59
173577.23465217042,20000.0,12.35955056179775,95.94,定額 2x,60
172275.20328319748,20000.0,12.35955056179775,95.87,定額 2x,61
171538.20469430328,20000.0,12.35955056179775,96.06,定額 2x,62
170926.47520265577,20000.0,12.35955056179775,96.17,定額 2x,63
171400.74765042737,20000.0,12.35955056179775,95.82000000000001,定額 2x,64
172880.4304115288,20000.0,12.35955056179775,95.99,定額 2x,65
172937.55891430686,20000.0,12.35955056179775,96.13000000000001,定額 2x,66
170017.45384682642,20000.0,12.35955056179775,95.81,定額 2x,67
171106.26757369313,20000.0,12.35955056179775,95.81,定額 2x,68
167326.4970352626,20000.0,12.35955056179775,95.72,定額 2x,69
