final_demand,final_energy,redundancy_used,jumped_pct,policy,iteration
169975.8124320019,20000.0,12.35955056179775,96.08,定額 2x,70
169227.81039743611,20000.0,12.35955056179775,95.89,定額 2x,71
169329.13141920365,20000.0,12.35955056179775,96.02000000000001,定額 2x,72
168553.15544742154,20000.0,12.35955056179775,95.76,定額 2x,73
168913.2693408919,20000.0,12.35955056179775,95.73,定額 2x,74
170660.816192293,20000.0,12.35955056179775,95.83,定額 2x,75
172175.0709772296,20000.0,12.35955056179775,96.41,定額 2x,76
171255.72029097492,20000.0,12.35955056179775,96.09,定額 2x,77
169547.01929986262,20000.0,12.35955056179775,95.52000000000001,定額 2x,78
170471.42362946374,20000.0,12.35955056179775,95.89,定額 2x,79
169745.41310324156,20000.0,12.35955056179775,95.94,定額 2x,80
170903.73858082294,20000.0,12.35955056179775,96.08,定額 2x,81
170073.99783079256,20000.0,12.35955056179775,96.00999999999999,定額 2x,82
167794.53645885896,20000.0,12.35955056179775,96.0,定額 2x,83
168750.0273721041,20000.0,12.35955056179775,95.62,定額 2x,84
171720.12260463275,20000.0,12.35955056179775,96.12,定額 2x,85
169381.8526575915,20000.0,12.35955056179775,95.86,定額 2x,86
169686.15644150422,20000.0,12.35955056179775,95.55,定額 2x,87
171042.0464164339,20000.0,12.35955056179775,96.17999999999999,定額 2x,88
169436.5259087818,20000.0,12.35955056179775,96.00999999999999,定額 2x,89
168188.63941984795,20000.0,12.35955056179775,95.64,定額 2x,90
168703.8708070383,20000.0,12.35955056179775,95.54,定額 2x,91
171492.79540851052,20000.0,12.35955056179775,96.23,定額 2x,92
170906.85042872129,20000.0,12.35955056179775,95.86,定額 2x,93
170264.96070617865,20000.0,12.35955056179775,96.00999999999999,定額 2x,94
168911.63706583716,20000.0,12.35955056179775,95.53,定額 2x,95
169295.86826715234,20000.0,12.35955056179775,95.94,定額 2x,96
171654.61558834463,20000.0,12.35955056179775,96.07,定額 2x,97
168547.6514629213,20000.0,12.35955056179775,95.7,定額 2x,98
171744.09421474324,20000.0,12.35955056179775,96.37,定額 2x,99
169584.94263662773,50000.0,49.438202247191,95.89,定額 5x,0
169503.9332555319,50000.0,49.438202247191,96.2,定額 5x,1
170563.66090441158,50000.0,49.438202247191,95.72,定額 5x,2
170552.86090561002,50000.0,49.438202247191,95.92,定額 5x,3
170809.18863967946,50000.0,49.438202247191,95.88,定額 5x,4
168868.49405443744,50000.0,49.438202247191,95.99,定額 5x,5
170912.71094438693,50000.0,49.438202247191,95.67,定額 5x,6
169830.06426915666,50000.0,49.438202247191,96.07,定額 5x,7
169858.35997959203,50000.0,49.438202247191,95.55,定額 5x,8
170854.9350585489,50000.0,49.438202247191,96.26,定額 5x,9
172563.4554820535,50000.0,49.438202247191,96.32,定額 5x,10
169736.83358683894,50000.0,49.438202247191,95.77,定額 5x,11
168577.15550407296,50000.0,49.438202247191,95.48,定額 5x,12
168848.22440082522,50000.0,49.438202247191,96.25,定額 5x,13
169667.6552242992,50000.0,49.438202247191,95.81,定額 5x,14
170304.36852804347,50000.0,49.438202247191,95.63000000000001,定額 5x,15
172472.7708628505,50000.0,49.438202247191,95.89,定額 5x,16
171950.68644559817,50000.0,49.438202247191,96.13000000000001,定額 5x,17
171328.57601971846,50000.0,49.438202247191,95.54,定額 5x,18
168048.53434037202,50000.0,49.438202247191,95.81,定額 5x,19
167126.40306469856,50000.0,49.438202247191,96.16,定額 5x,20
170125.1837794305,50000.0,49.438202247191,95.67,定額 5x,21
171203.0316039411,50000.0,49.438202247191,95.82000000000001,定額 5x,22
170980.40621845165,50000.0,49.438202247191,96.3,定額 5x,23
170241.31095390866,50000.0,49.438202247191,95.69,定額 5x,24
169894.36141619875,50000.0,49.438202247191,95.96000000000001,定額 5x,25
169955.64503561606,50000.0,49.438202247191,95.67,定額 5x,26
169280.94366193775,50000.0,49.438202247191,95.64,定額 5x,27
169791.29156028884,50000.0,49.438202247191,96.08,定額 5x,28
170480.91865164664,50000.0,49.438202247191,95.63000000000001,定額 5x,29
168763.0293183133,50000.0,49.438202247191,95.73,定額 5x,30
170064.17543475004,50000.0,49.438202247191,95.78999999999999,定額 5x,31
170802.49024740976,50000.0,49.438202247191,96.19,定額 5x,32
170912.18515263626,50000.0,49.438202247191,95.89999999999999,定額 5x,33
169711.4970215607,50000.0,49.438202247191,96.00999999999999,定額 5x,34
170447.19257941988,50000.0,49.438202247191,95.88,定額 5x,35
172155.58868585702,50000.0,49.438202247191,95.86,定額 5x,36
172141.23557854237,50000.0,49.438202247191,96.0,定額 5x,37
168639.714913088,50000.0,49.438202247191,95.82000000000001,定額 5x,38
168879.38954195328,50000.0,49.438202247191,96.1,定額 5x,39
168993.1661827474,50000.0,49.438202247191,95.76,定額 5x,40
169587.98328969814,50000.0,49.438202247191,95.76,定額 5x,41
167597.4371147916,50000.0,49.438202247191,96.06,定額 5x,42
172108.43765215782,50000.0,49.438202247191,95.84,定額 5x,43
171241.05615810602,50000.0,49.438202247191,95.99,定額 5x,44
171304.6871237332,50000.0,49.438202247191,95.67999999999999,定額 5x,45
171149.32194542483,50000.0,49.438202247191,95.83,定額 5x,46
169675.9394102692,50000.0,49.438202247191,95.67999999999999,定額 5x,47
170063.67433866838,50000.0,49.438202247191,95.49,定額 5x,48
169947.26769436966,50000.0,49.438202247191,95.98,定額 5x,49
168499.10982387353,50000.0,49.438202247191,96.0,定額 5x,50
168913.35474854257,50000.0,49.438202247191,95.53,定額 5x,51
169055.29773459985,50000.0,49.438202247191,96.00999999999999,定額 5x,52
169918.4979960577,50000.0,49.438202247191,96.0,定額 5x,53
169989.548543542,50000.0,49.438202247191,95.72,定額 5x,54
170547.67977336966,50000.0,49.438202247191,96.14,定額 5x,55
168992.00698490566,50000.0,49.438202247191,96.00999999999999,定額 5x,56
169980.23461985218,50000.0,49.438202247191,95.93,定額 5x,57
171784.90854547356,50000.0,49.438202247191,95.81,定額 5x,58
171708.58036607428,50000.0,49.438202247191,96.21,定額 5x,59
169075.77337447106,50000.0,49.438202247191,95.76,定額 5x,60
168382.070865339,50000.0,49.438202247191,95.66,定額 5x,61
170857.34235732188,50000.0,49.438202247191,96.32,定額 5x,62
172409.64557322866,50000.0,49.438202247191,96.25,定額 5x,63
168875.9629477406,50000.0,49.438202247191,95.83,定額 5x,64
169481.878625648,50000.0,49.438202247191,95.92,定額 5x,65
169083.58563781623,50000.0,49.438202247191,96.15,定額 5x,66
171271.10714014806,50000.0,49.438202247191,95.75,定額 5x,67
169589.5298351119,50000.0,49.438202247191,96.13000000000001,定額 5x,68
169731.2651070676,50000.0,49.438202247191,95.96000000000001,定額 5x,69
169566.43597249198,50000.0,49.438202247191,96.0,定額 5x,70
169951.40829644704,50000.0,49.438202247191,96.04,定額 5x,71
169117.26714343697,50000.0,49.438202247191,95.94,定額 5x,72
171605.14396556135,50000.0,49.438202247191,96.25,定額 5x,73
171312.1381692041,50000.0,49.438202247191,96.0,定額 5x,74
169425.2558874779,50000.0,49.438202247191,95.82000000000001,定額 5x,75
170014.96830936967,50000.0,49.438202247191,96.23,定額 5x,76
167892.0463518148,50000.0,49.438202247191,95.63000000000001,定額 5x,77
170179.24419894285,50000.0,49.438202247191,95.95,定額 5x,78
169224.53814808582,50000.0,49.438202247191,96.32,定額 5x,79
170804.97573857728,50000.0,49.438202247191,95.74000000000001,定額 5x,80
170854.20712138858,50000.0,49.438202247191,95.86,定額 5x,81
170366.93385469468,50000.0,49.438202247191,96.07,定額 5x,82
169847.18573390055,50000.0,49.438202247191,95.66,定額 5x,83
171119.48646731445,50000.0,49.438202247191,95.76,定額 5x,84
168598.328067105,50000.0,49.438202247191,95.67999999999999,定額 5x,85
168967.11643198595,50000.0,49.438202247191,95.94,定額 5x,86
170670.40703864236,50000.0,49.438202247191,95.69,定額 5x,87
171938.45730568588,50000.0,49.438202247191,95.88,定額 5x,88
172966.1754175538,50000.0,49.438202247191,95.88,定額 5x,89
171926.11080657606,50000.0,49.438202247191,95.97,定額 5x,90
172563.91225117166,50000.0,49.438202247191,96.09,定額 5x,91
170956.6885001308,50000.0,49.438202247191,95.84,定額 5x,92
167473.4223311779,50000.0,49.438202247191,95.89,定額 5x,93
170494.17198240804,50000.0,49.438202247191,95.75,定額 5x,94
169515.2609362392,50000.0,49.438202247191,95.69,定額 5x,95
171719.29740955972,50000.0,49.438202247191,96.17,定額 5x,96
171377.2262237984,50000.0,49.438202247191,95.82000000000001,定額 5x,97
169373.7376815484,50000.0,49.438202247191,96.19,定額 5x,98
168214.81188702723,50000.0,49.438202247191,95.77,定額 5x,99
